tokens	target word	tagger tag	human tag	tp/tn
it's f- four boys three girls primarily . Um , pretty much had like a cl	primarily	R	POSTVB	tp
lle , which is really close , so primarily Prince George's County until h	primarily	R	POSTVB	tp
hrough- through the city . Pri- primarily heroin . Uh , marijuana too , you	primarily	R	POSTVB	tp
f us . Um , the neighborhood was primarily families of the same income le	primarily	R	POSTVB	tp
m at now , um , years ago it was primarily black . Like when I moved there	primarily	R	PREJJ	tp
ack a little bit ? Uh , remember primarily for- for my- for me , I remembe	primarily	R	POSTVB	tp
e they live there , they're the primary stakeholders . Everybody else t	primary	A	A	tn
worked , but she was still the primary homemaker , and my father was t	primary	A	A	tn
that live there . They are the primary stakeholders . They are the one	primary	A	A	tn
ed- I like drawing . This is my primary reason for going in this , and	primary	A	A	tn
used to public school . So this private school was a lot harder and I	private	A	A	tn
. Well I am- went to school , a private school in New York for air con	private	A	A	tn
y life . And my sisters were in private school with me until they foun	private	A	A	tn
autiful house . Her son went to private school for years . His private	private	A	A	tn
l because people had came from private schools , and they were coming	private	A	A	tn
unprepared when I got to that private school . Like I realized I just	private	A	A	tn
d I went to a- a small- small , private university . Um , you know , it w	private	A	A	tn
what they considered from the private homes . They was from the proje	private	A	A	tn
very day people who don't have private jet services , people who don't	private	A	A	tn
hool > , these are all small and private , FYI . Um , also in PG County . T	private	A	A	tn
public schools and put ' em in private school . Those that could affor	private	A	A	tn
didn't you just keep him in a private school . She was like , oh I was	private	A	A	tn
today . And we all went to the private school . Mm-hm . Yeah , if you ca	private	A	A	tn
r like , some guy who owns this private trucking company . And that's w	private	A	A	tn
ything . Cause again , I went to private school for nine , ten years of	private	A	A	tn
than that we was all attending private high school- not high school ,	private	A	A	tn
end of October I was going to private school . < laugh > This was a all	private	A	A	tn
we was all attending private school at the same time , which	private	A	A	tn
as nice cause you had your own private place . You didn't have to hear	private	A	A	tn
ike you know ? Yeah . And it's a private school , so that's a big differ	private	A	A	tn
nna move to DC . Y'all going to private schools . < name > , you- I know y	private	A	A	tn
county . So , she couldn't have private kids and county kids . I don't	private	A	A	tn
but , she started working for a private group of doctors . And she had	private	A	A	tn
hat I was in trouble for at my private school , you know what I'm sayi	private	A	A	tn
ng , it my- my second go at the private school shit , you know . When I	private	A	A	tn
nce between- it was public and private , you know , but some are- Uh-hu	private	A	A	tn
ts > Well I had been used to p- private school so high school was fine	private	A	A	tn
etting . Um , they building more private schools and they building more	private	A	A	tn
r kid to like a- uh , < laugh > a private school or something like that .	private	A	A	tn
. First and A . First and A , is private Compost Plaza is C and D . Yeah	private	A	A	tn
that particular time . Or some private organizations . But , um , < ts > a	private	A	A	tn
um , you know , we- we- we had a private school at that time , it was < s	private	A	A	tn
ut of state- Of course , it's a private school so if you out of state ,	private	A	A	tn
chool . So she was going to the private school already . So then , once	private	A	A	tn
m . So uh , my mom taught at the private Christian school called < schoo	private	A	A	tn
ons , so . Yeah . < ts > Um , I took private lessons with the , um , lady nam	private	A	A	tn
school . And then when I got to private school , I was just really behi	private	A	A	tn
Um , my daughter , I put her in private school . She went to < name > . So	private	A	A	tn
ys to put < name > and < name > in private school . I kind of mimicked the	private	A	A	tn
er got- they either sent us to private schools- most of us went to pr	private	A	A	tn
han some of our , um , competing private schools at the time . Um , I kne	private	A	A	tn
> I'd b- probably buy myself a private island out in the Pacific and	private	A	A	tn
Not private , but if I come in and you sitt	private	A	A	tn
h school I was pretty much all private school and I'd had enough of m	private	A	A	tn
college , and then I went to a private university . And then when I fi	private	A	A	tn
e . Uh . Sidwell Friends . It's a private school on Wisconsin Avenue . We	private	A	A	tn
nurse , you could still take on private patients , you know . Three year	private	A	A	tn
d nurse . Hospital . Right . Or a private practice isn't a bad thing . Yo	private	A	A	tn
blic school and a lot of other private schools . Get to wear what we w	private	A	A	tn
ainly pe- people were going to private schools . You know that was mai	private	A	A	tn
use I've gone to city schools , private schools , and suburban schools ,	private	A	A	tn
em , but . They had actually had private houses on one side and they ha	private	A	A	tn
fferent schools- I had been at private school my whole life with the	private	A	A	tn
re charging eight dollars . For private people , we were charging fifte	private	A	A	tn
lars for a motor wash . Fo- for private people , we got eight dollars t	private	A	A	tn
rge in comparison to the other private schools um there are three hun	private	A	A	tn
- They hired every private cab company and they came in d	private	A	A	tn
things that are public to now private . You're looking at a town wher	private	A	A	tn
s not a private home . You can't put any kind o	private	A	A	tn
a red b- bus line , and it was private . So that had , um , I think it w	private	A	A	tn
, telemarketing this is not a private home man . When . No , but this i	private	A	A	tn
Yes . Well Sidwell Friends is a private school it's- it's f- was found	private	A	A	tn
car , < name > and < name > was in private school . I was doing it , least	private	A	A	tn
trying to transfer all us to a private school so they- their scholars	private	A	A	tn
ell um it depends on- I'm at a private school and so it would vary gr	private	A	A	tn
t one . Um , and my child was in private school , so I'm thinking back i	private	A	A	tn
rade , a kid made a joke at the private school . He made a very tastele	private	A	A	tn
the school . I was still taking private lessons , and actually at- by-	private	A	A	tn
lic high school . I went to the private high school and , so , we had di	private	A	A	tn
e room all the time . And I'm a private person , so I don't like stuff-	private	A	A	tn
de , uh , it was a time when the private schools were , um , looking to d	private	A	A	tn
um , Carroll , which , is that a private school ? Yeah . Oh . Sorry . Yeah	private	A	A	tn
tudents than some of the other private schools that were also taking	private	A	A	tn
st of my friends were going to private schools . You know , um , I did n	private	A	A	tn
he weekend . But in the- in the private school you- everyone lives in	private	A	A	tn
hool . This year I'm going to a private school . Made a big difference .	private	A	A	tn
lothing for very- for wealthy , private customers who lived in Brookly	private	A	A	tn
derstand this is This is not a private home . And um . See , n- you know	private	A	A	tn
oming up in- when they were in private school , I was never well recei	private	A	A	tn
other school . Well this is the private- per- personal part of it . I h	private	A	A	tn
g about coming from a rigorous private school . I mean I went into tha	private	A	A	tn
ferently . Even though it was a private school , and they weren't- You	private	A	A	tn
o that had , um , I think it was privately owned . It was red , all the oth	privately	R	PREJJ	tp
ittle committee . No . This is a privately owned Section Eight based proj	privately	R	PREJJ	tp
sh I did . Uh , no , uh , they are privately owned uh , by share holders out	privately	R	PREJJ	tp
er . And so , um , for now , DC is probably the furthest south we're willi	probably	R	PREJJ	tp
no different . Back then , they probably paid ' em , what ? Ten cent ? You	probably	R	PREVB	tp
m concerned to life , but uh , I probably would have them . < laugh > Mm-mm	probably	R	PREVB	tp
thruway versus interstate . You probably hear interstate on your side o	probably	R	PREVB	tp
when I was a kid I was a kid , probably doing some bad grown-up things	probably	R	PREVB	tp
rinceville . You know everybody probably in E- Edgecombe County . You kn	probably	R	POSTVB	tp
d discussing . Um , I don't- I'd probably would go both to the Orient an	probably	R	PREVB	tp
